Time, v, b, c, g, gy, y, o, r, cl, nir
23526.00000, 6.56128, 9.46045, 36.16333, 127.56348, 110.32104, 45.77637, 66.83350, 95.36743, 194.85474, 11.59668
23646.00000, 6.40869, 9.46045, 36.01074, 127.25830, 111.54175, 46.08154, 67.74902, 95.82520, 197.60132, 11.90186
23767.00000, 6.40869, 9.46045, 36.01074, 127.56348, 112.30469, 46.53931, 68.66455, 95.82520, 197.29614, 11.90186
23886.00000, 6.40869, 9.46045, 36.01074, 127.71606, 113.22021, 47.14966, 69.42749, 96.28296, 196.99097, 11.90186
24006.00000, 6.56128, 9.61304, 36.16333, 127.86865, 113.83057, 47.45483, 70.03784, 97.04590, 197.14355, 11.90186
24127.00000, 6.56128, 9.61304, 36.01074, 128.02124, 114.44092, 48.21777, 70.49561, 97.35107, 196.83838, 11.90186
24247.00000, 6.40869, 9.61304, 36.01074, 128.02124, 115.05127, 48.82813, 70.95337, 97.80884, 198.05908, 11.90186
24367.00000, 6.40869, 9.46045, 35.85815, 127.71606, 115.50903, 49.43848, 71.41113, 98.11401, 198.66943, 11.90186
24487.00000, 6.40869, 9.46045, 35.70557, 127.41089, 116.42456, 49.89624, 72.02148, 98.26660, 198.82202, 11.90186
24607.00000, 6.56128, 9.61304, 35.70557, 127.71606, 117.03491, 50.50659, 72.78442, 98.72437, 199.12720, 12.20703
